Year,Player,Tm,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS/48,W/L%
2019,James Harden,HOU,0.768,78,36.8,36.1,6.6,7.5,2.0,0.7,0.442,0.368,0.879,0.254,0.646
2019,Paul George,OKC,0.352,77,36.9,28.0,8.2,4.1,2.2,0.4,0.438,0.386,0.839,0.201,0.598
2019,Nikola Jokić,DEN,0.21,80,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,0.226,0.659
2019,Stephen Curry,GSW,0.173,69,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,0.199,0.695
2019,Damian Lillard,POR,0.068,80,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,0.205,0.646
2019,Joel Embiid,PHI,0.049,64,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,0.194,0.622
2019,Kevin Durant,GSW,0.025,78,34.6,26.0,6.4,5.9,0.7,1.1,0.521,0.353,0.885,0.204,0.695
2019,Kawhi Leonard,TOR,0.013,60,34.0,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,0.224,0.707
2019,Russell Westbrook,OKC,0.008,73,36.0,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,0.124,0.598
2019,Rudy Gobert,UTA,0.001,81,31.8,15.9,12.9,2.0,0.8,2.3,0.669,,0.636,0.268,0.61
2019,LeBron James,LAL,0.001,55,35.2,27.4,8.5,8.3,1.3,0.6,0.51,0.339,0.665,0.179,0.451
2020,Giannis Antetokounmpo,MIL,0.952,63,30.4,29.5,13.6,5.6,1.0,1.0,0.553,0.304,0.633,0.279,0.767
2020,LeBron James,LAL,0.746,67,34.6,25.3,7.8,10.2,1.2,0.5,0.493,0.348,0.693,0.204,0.732
2020,James Harden,HOU,0.363,68,36.5,34.3,6.6,7.5,1.8,0.9,0.444,0.355,0.865,0.254,0.611
2020,Luka Dončić,DAL,0.198,61,33.6,28.8,9.4,8.8,1.0,0.2,0.463,0.316,0.758,0.207,0.573
2020,Kawhi Leonard,LAC,0.166,57,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,0.226,0.681
2020,Anthony Davis,LAL,0.081,62,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,0.25,0.732
2020,Chris Paul,OKC,0.026,70,31.5,17.6,5.0,6.7,1.6,0.2,0.489,0.365,0.907,0.193,0.611
2020,Damian Lillard,POR,0.023,66,37.5,30.0,4.3,8.0,1.1,0.3,0.463,0.401,0.888,0.225,0.473
2020,Nikola Jokić,DEN,0.018,73,32.0,19.9,9.7,7.0,1.2,0.6,0.528,0.314,0.817,0.202,0.63
2020,Pascal Siakam,TOR,0.017,60,35.2,22.9,7.3,3.5,1.0,0.9,0.453,0.359,0.792,0.123,0.736
2020,Jimmy Butler,MIA,0.009,58,33.8,19.9,6.7,6.0,1.8,0.6,0.455,0.244,0.834,0.221,0.603
2020,Jayson Tatum,BOS,0.001,66,34.3,23.4,7.0,3.0,1.4,0.9,0.45,0.403,0.812,0.146,0.667
2021,Nikola Jokić,DEN,0.961,72,34.6,26.4,10.8,8.3,1.3,0.7,0.566,0.388,0.868,0.301,0.653
2021,Joel Embiid,PHI,0.58,51,31.1,28.5,10.6,2.8,1.0,1.4,0.513,0.377,0.859,0.266,0.681
2021,Stephen Curry,GSW,0.449,63,34.2,32.0,5.5,5.8,1.2,0.1,0.482,0.421,0.916,0.201,0.542
2021,Giannis Antetokounmpo,MIL,0.345,61,33.0,28.1,11.0,5.9,1.2,1.2,0.569,0.303,0.685,0.244,0.639
2021,Chris Paul,PHO,0.138,70,31.4,16.4,4.5,8.9,1.4,0.3,0.499,0.395,0.934,0.201,0.708
2021,Luka Dončić,DAL,0.042,66,34.3,27.7,8.0,8.6,1.0,0.5,0.479,0.35,0.73,0.163,0.583
2021,Damian Lillard,POR,0.038,67,35.8,28.8,4.2,7.5,0.9,0.3,0.451,0.391,0.928,0.209,0.583
2021,Julius Randle,NYK,0.02,71,37.6,24.1,10.2,6.0,0.9,0.3,0.456,0.411,0.811,0.14,0.569
2021,Derrick Rose,TOT,0.01,50,25.6,14.7,2.6,4.2,1.0,0.4,0.47,0.388,0.866,0.118,
2021,Rudy Gobert,UTA,0.008,71,30.8,14.3,13.5,1.3,0.6,2.7,0.675,0.0,0.623,0.248,0.722
2021,Russell Westbrook,WAS,0.005,65,36.4,22.2,11.5,11.7,1.4,0.4,0.439,0.315,0.656,0.075,0.472
2021,Ben Simmons,PHI,0.003,58,32.4,14.3,7.2,6.9,1.6,0.6,0.557,0.3,0.613,0.153,0.681
2021,James Harden,TOT,0.001,44,36.6,24.6,7.9,10.8,1.2,0.8,0.466,0.362,0.861,0.208,
2021,LeBron James,LAL,0.001,45,33.4,25.0,7.7,7.8,1.1,0.6,0.513,0.365,0.698,0.179,0.583
2021,Kawhi Leonard,LAC,0.001,52,34.1,24.8,6.5,5.2,1.6,0.4,0.512,0.398,0.885,0.238,0.653
2022,Nikola Jokić,DEN,0.875,74,33.5,27.1,13.8,7.9,1.5,0.9,0.583,0.337,0.81,0.296,0.585
2022,Joel Embiid,PHI,0.706,68,33.8,30.6,11.7,4.2,1.1,1.5,0.499,0.371,0.814,0.252,0.622
2022,Giannis Antetokounmpo,MIL,0.595,67,32.9,29.9,11.6,5.8,1.1,1.4,0.553,0.293,0.722,0.281,0.622
2022,Devin Booker,PHO,0.216,68,34.5,26.8,5.0,4.8,1.1,0.4,0.466,0.383,0.868,0.156,0.78
2022,Luka Dončić,DAL,0.146,65,35.4,28.4,9.1,8.7,1.2,0.6,0.457,0.353,0.744,0.159,0.634
2022,Jayson Tatum,BOS,0.043,76,35.9,26.9,8.0,4.4,1.0,0.6,0.453,0.353,0.853,0.169,0.622
2022,Ja Morant,MEM,0.01,57,33.1,27.4,5.7,6.7,1.2,0.4,0.493,0.344,0.761,0.171,0.683
2022,Stephen Curry,GSW,0.004,64,34.5,25.5,5.2,6.3,1.3,0.4,0.437,0.38,0.923,0.173,0.646
2022,Chris Paul,PHO,0.002,65,32.9,14.7,4.4,10.8,1.9,0.3,0.493,0.317,0.837,0.21,0.78
2022,DeMar DeRozan,CHI,0.001,76,36.1,27.9,5.2,4.9,0.9,0.3,0.504,0.352,0.877,0.154,0.561
2022,Kevin Durant,BRK,0.001,55,37.2,29.9,7.4,6.4,0.9,0.9,0.518,0.383,0.91,0.198,0.537
2022,LeBron James,LAL,0.001,56,37.2,30.3,8.2,6.2,1.3,1.1,0.524,0.359,0.756,0.172,0.402
2023,Joel Embiid,PHI,0.915,66,34.6,33.1,10.2,4.2,1.0,1.7,0.548,0.33,0.857,0.259,0.659
2023,Nikola Jokić,DEN,0.674,69,33.7,24.5,11.8,9.8,1.3,0.7,0.632,0.383,0.822,0.308,0.646
2023,Giannis Antetokounmpo,MIL,0.606,63,32.1,31.1,11.8,5.7,0.8,0.8,0.553,0.275,0.645,0.204,0.707
2023,Jayson Tatum,BOS,0.28,74,36.9,30.1,8.8,4.6,1.1,0.7,0.466,0.35,0.854,0.185,0.695
2023,Shai Gilgeous-Alexander,OKC,0.046,68,35.5,31.4,4.8,5.5,1.6,1.0,0.51,0.345,0.905,0.226,0.488
2023,Donovan Mitchell,CLE,0.03,68,35.8,28.3,4.3,4.4,1.5,0.4,0.484,0.386,0.867,0.176,0.622
2023,Domantas Sabonis,SAC,0.027,79,34.6,19.1,12.3,7.3,0.8,0.5,0.615,0.373,0.742,0.221,0.585
2023,Luka Dončić,DAL,0.01,66,36.2,32.4,8.6,8.0,1.4,0.5,0.496,0.342,0.742,0.204,0.463
2023,Stephen Curry,GSW,0.005,56,34.7,29.4,6.1,6.3,0.9,0.4,0.493,0.427,0.915,0.192,0.537
2023,Jimmy Butler,MIA,0.003,64,33.4,22.9,5.9,5.3,1.8,0.3,0.539,0.35,0.85,0.277,0.537
2023,De'Aaron Fox,SAC,0.002,73,33.4,25.0,4.2,6.1,1.1,0.3,0.512,0.324,0.78,0.146,0.585
2023,Jalen Brunson,NYK,0.001,68,35.0,24.0,3.5,6.2,0.9,0.2,0.491,0.416,0.829,0.175,0.573
2023,Ja Morant,MEM,0.001,61,31.9,26.2,5.9,8.1,1.1,0.3,0.466,0.307,0.748,0.148,0.622
2024,Nikola Jokić,DEN,0.935,79,34.6,26.4,12.4,9.0,1.4,0.9,0.583,0.359,0.817,0.299,0.695
2024,Shai Gilgeous-Alexander,OKC,0.646,75,34.0,30.1,5.5,6.2,2.0,0.9,0.535,0.353,0.874,0.275,0.695
2024,Luka Dončić,DAL,0.572,70,37.5,33.9,9.2,9.8,1.4,0.5,0.487,0.382,0.786,0.22,0.61
2024,Giannis Antetokounmpo,MIL,0.194,73,35.2,30.4,11.5,6.5,1.2,1.1,0.611,0.274,0.657,0.246,0.598
2024,Jalen Brunson,NYK,0.143,77,35.4,28.7,3.6,6.7,0.9,0.2,0.479,0.401,0.847,0.198,0.61
2024,Jayson Tatum,BOS,0.087,74,35.7,26.9,8.1,4.9,1.0,0.6,0.471,0.376,0.833,0.189,0.78
2024,Anthony Edwards,MIN,0.018,79,35.1,25.9,5.4,5.1,1.3,0.5,0.461,0.357,0.836,0.13,0.683
2024,Domantas Sabonis,SAC,0.003,82,35.7,19.4,13.7,8.2,0.9,0.6,0.594,0.379,0.704,0.206,0.561
2024,Kevin Durant,PHO,0.001,75,37.2,27.1,6.6,5.0,0.9,1.2,0.523,0.413,0.856,0.142,0.598
